i1 i2 dist
-355 -1077 45.4746844
3 1837 42.1756543
1260 66 64.2538179
1365 -1042 69.9504695
-581 797 14.7481626
-1074 462 25.5992329
819 1904 43.0127907
-752 1442 75.6294626
-14 -1137 62.8985593
-366 2488 78.8952651
-655 409 41.8440694
560 2284 12.3757296
-1173 -577 69.2916732
-290 -1129 47.5991100
1849 2228 20.5879447
93 97 0.5910470
957 1521 26.4722680
1890 1235 56.2571995
-1308 1496 15.4605300
-1014 1282 93.7508124
-749 2326 40.3681460
-4 2408 26.4778570
941 -1027 81.5336409
-969 665 85.5398678
120 2115 74.0349085
1464 -1047 88.0682617
1419 -465 43.4114674
-416 1166 3.0913735
2465 1380 30.9180670
544 2346 93.1296239
1244 503 34.8146889
792 -110 63.5376803
1809 -952 93.5404535
2070 744 47.6519559
1147 987 24.6946288
1471 384 99.9463675
-1296 -332 3.6912711
-429 154 66.7240429
-952 1528 71.2149019
-666 -637 6.1502875
687 993 9.2678053
-1378 -779 22.8253332
2480 282 84.3792499
2119 2405 61.4750033
2036 1416 58.0429289
2066 -904 65.4113925
1298 -325 38.9610381
1422 1865 63.8085076
2141 2258 4.4940434
-788 1520 5.1005878
1917 2134 23.6259533
-385 2441 7.3904412
361 -742 87.9675709
682 -119 52.6438835
-1180 2208 66.2200977
2435 2148 89.2020735
2400 -674 6.5734609
1692 -677 30.1092748
-768 12 65.1261100
1337 -427 37.2589275
-1248 2410 46.2677086
441 1942 43.5885465
1530 951 15.1015072
-1401 787 92.6877930
1708 -678 94.9545258
1658 2182 90.8962744
1586 244 96.4013799
1074 -801 81.4225868
968 545 13.8790051
-367 1737 67.1735292
587 1459 26.5448721
-1499 -1309 73.6366797
-777 351 42.7241169
469 -811 70.1024547
770 -431 63.2811842
-1259 -1309 60.5271335
-1429 -511 47.1382043
-409 439 67.4478865
-4 -534 43.4087754
1396 2264 42.4936104
-1323 -1499 94.8253533
1367 -231 42.2249756
1533 -879 95.9469042
1394 -49 13.0213227
-944 644 43.6442627
-1082 2377 3.3171667
510 1860 91.1267409
-164 197 98.9492714
201 740 90.9760361
-600 1571 86.9014310
-300 1295 28.8705445
-431 -171 13.3624558
746 -884 21.2587540
840 1456 83.6841405
2022 280 63.5991187
226 -1385 58.5558892
876 1620 93.7194172
529 2199 27.5757546
1281 -1129 48.4150779
1674 1029 16.5605916
-1270 -262 0.8051768
-1121 -999 28.6289985
1492 -869 28.4439036
-340 1838 9.3346320
2438 1554 93.9210932
837 2218 33.0630794
2048 1314 94.8711921
442 -83 80.7647638
1379 1188 94.2872371
-528 -618 75.0925151
508 2438 31.0080868
2071 462 55.9678481
-1019 2354 63.7469723
1930 1237 47.2439964
2242 2440 27.1937351
-1178 -1194 55.1844213
824 409 76.7634015
-826 2126 4.0476075
-398 1623 53.7869068
-1167 1611 14.1156454
1524 74 67.5015320
-246 -999 77.0789583
491 660 57.1887529
-933 10 3.8969733
1657 2041 36.3755237
2014 -466 33.0525012
-607 38 95.2070511
-121 12 70.5756146
-926 1071 58.2240577
-1097 -960 53.0926914
-23 679 63.2688135
-373 731 42.3682057
1903 1030 47.8328930
1158 -179 62.3088807
-882 2102 76.7704822
1098 -838 4.8320458
-1357 718 55.4558898
711 1372 2.9685604
1384 1619 32.5067524
955 -386 93.2033842
-1495 1050 90.5266364
-714 567 82.3228498
-313 -938 72.4490413
-302 -181 79.9947153
2280 841 81.7064459
189 1719 27.3921503
482 1151 14.5650665
1081 636 48.3584017
66 240 67.1255499
809 1798 95.8368594
1128 2036 5.5849894
-1042 2441 44.0412466
-457 -414 39.5288432
274 -1411 71.6866628
-300 1251 77.0858653
767 2438 36.5684073
-1131 1932 6.1560837
2043 753 64.8559862
118 460 31.0545998
479 -1051 50.4014613
1706 942 39.9738840
-735 -1159 39.9133411
1561 -488 76.5850252
620 1957 29.3935298
-426 1119 73.3738915
-1328 1576 26.7064901
154 1434 96.0517886
1510 360 13.5418314
-255 538 79.5734614
-1457 -299 54.8053709
815 701 7.3273106
231 1791 30.3368736
-1179 2094 41.9135696
1149 -310 52.6008693
2003 485 2.7863556
1518 1063 23.9775210
952 1079 35.1994429
1137 -448 52.3999723
-871 135 41.1278314
1740 -580 41.2051511
1478 -1310 43.3024812
1146 -1493 55.5569065
2154 1499 18.0575723
-9 1440 33.2207864
434 1927 13.1133648
2086 1171 92.6625395
-608 1643 5.2903944
1498 2441 56.2564428
1249 -1427 1.9104548
588 -1277 44.5132192
2015 -581 44.1460755
-699 1823 78.9212947
-270 -88 90.2447161
876 2112 83.6729902
157 557 61.4553283
1867 2008 90.7795134
1427 1273 24.5076927
422 2362 70.9104414
1429 -120 11.4524232
602 646 40.9053464
969 -815 21.9010584
1281 313 31.1441329
1474 -911 68.8148523
2281 1045 10.6981619
920 1588 24.0570335
2283 -305 6.4971798
1114 1938 24.9418054
-547 -487 31.7054117
772 91 5.0471231
-85 418 23.7481881
1324 -1159 95.0590868
1509 1840 87.9494215
2168 1617 46.2333526
-142 1023 70.1217566
-85 2232 73.0551718
1735 -1453 51.1750406
-1220 2407 58.0086212
-777 1907 21.1914037
976 1576 82.4859258
2070 2091 34.6115573
-1266 1957 54.3330368
-855 -624 63.8673956
1998 1949 62.3207656
1299 491 38.8656321
682 600 22.8449658
2281 1889 43.6488193
-831 567 88.6465005
-562 2385 94.6292991
1205 315 18.6805855
1940 148 5.9678915
2094 -1401 76.9561741
-599 -561 37.4960505
1527 1464 17.8922333
1398 1261 29.1741652
1476 -670 96.9287288
-907 819 40.4336213
244 -920 3.7181448
1026 138 66.5245752
30 -1244 53.9496364
1249 616 8.9309780
-1121 501 63.3643509
1495 -606 72.6354268
1635 1519 33.3889254
-1289 2143 93.7866648
1305 -1269 32.8367240
421 -100 21.0372699
2002 -153 79.3426457
6 7 32.3316165
-1242 -199 12.9750395
-1321 702 44.5825273
-892 -754 27.7624019
-218 2050 69.2741323
-1052 -1065 28.9702815
2293 822 65.8033089
1533 2047 38.7591586
-1303 -381 44.7653961
1116 -10 75.5730518
-1497 2498 5.3527660
34 1521 27.5179645
764 478 37.7149787
1115 181 51.9633858
1550 -1386 46.0186958
1281 1502 88.5796546
258 1475 53.6989736
1637 207 28.9993445
1920 -1343 0.5227383
2391 -708 47.4363990
-1277 1079 8.0284060
357 1876 12.3998219
1890 740 91.5498527
-1443 2306 67.0477420
-1216 1686 35.2611154
-1390 -1271 52.0946919
1145 1308 21.0547119
-1058 196 20.2140123
-786 -445 24.8077473
-266 1678 60.2734371
2204 446 13.3435105
1997 -480 92.6792400
-291 640 40.1882230
1618 1942 66.0606230
2074 2473 78.4975870
1457 1323 44.5649889
-511 880 1.1808117
-14 -449 8.3699951
417 575 79.1725657
2134 825 56.1086753
907 1265 85.5201407
-547 -827 52.7740353
-712 502 33.0973149
1756 529 8.5402845
1543 -7 10.2685566
809 -1255 1.4501478
244 1259 51.7200349
-1442 -239 67.9298154
173 -1311 96.8761887
2496 1196 63.8229167
1434 -1486 89.1238158
-598 1123 85.7695308
1940 -581 12.0968731
-7 -1214 27.6461466
598 1776 69.8876926
1013 2084 24.7811203
1077 1988 63.8549595
-528 -1221 56.4932146
1471 2371 43.1632368
1135 626 55.5726592
-163 1727 5.3237128
2152 277 53.8375737
-834 1040 67.5451561
1049 -271 66.3713066
2049 1602 73.1575088
2336 1797 59.6931073
362 529 73.2987910
-423 -1107 68.9469685
1779 -113 7.7184830
-1249 1406 15.2941339
-388 266 80.4343584
-997 231 98.7063908
1524 1257 8.0175617
-1366 2050 2.4682547
2099 1228 2.9482016
-1051 1658 76.6164480
1153 -988 1.5711405
1059 1946 95.8340384
750 2081 79.1904680
892 421 36.1402598
1155 612 34.5398915
-1019 -1000 10.7483096
-104 286 11.7149923
1449 -178 31.3942703
1602 -889 90.8061235
-903 1019 19.5691780
2319 952 45.8307612
908 1061 38.9186808
1998 -1393 64.1799676
-595 -1404 2.0214910
1177 1621 52.2614442
102 -761 48.3980823
-926 1392 58.9636304
-672 411 60.1401652
-241 -771 99.3408361
-187 -719 8.1462343
-1020 -1268 64.9677019
1005 -904 81.0502191
2255 -1039 1.4507452
-1322 -1005 74.0626352
1629 1271 3.9959051
2046 -1299 78.9549124
922 -470 91.2615412
1250 1152 5.3324614
400 1490 41.5121657
1282 1541 76.4535288
716 123 29.9993147
174 1813 45.5847705
1988 162 56.1218042
-635 326 61.9236818
-147 1712 56.5586392
-943 -1391 38.3138938
1502 1129 14.9039399
-795 -91 22.4041491
266 1083 40.2346272
2449 1333 1.9070896
2142 -1455 77.1287652
-772 1279 23.8234773
1959 -209 66.2464458
2374 263 77.4301425
2473 1575 85.4454319
-149 1914 69.1786936
672 2434 67.5400548
-397 1857 1.1254932
2416 601 36.6914927
-386 -1003 57.5923304
1863 1291 66.3807536
-854 -15 71.2834039
2248 1077 33.8668013
1201 -1072 2.8474558
-833 1600 89.5858874
1800 -882 87.3682046
12 1134 73.5681950
40 1224 49.9333009
2218 -532 19.5862951
553 523 60.9602092
2270 320 64.2710103
-144 94 85.1693766
414 -308 93.5547485
1864 1075 1.9061825
-9 -513 37.4302324
-113 2448 45.0646193
-924 695 66.0566036
-1406 -1397 50.1884226
1610 1782 5.5869082
-877 -233 22.5907627
1436 -578 94.7574003
1737 862 11.1527182
1976 606 48.9571692
-778 487 20.1095623
-1493 1142 53.0139785
1952 190 94.3459016
1134 161 2.7402856
1709 2373 45.3776714
1470 -742 77.6136775
-482 335 40.7848720
-1229 1508 18.5313564
188 2192 11.2367868
491 889 26.2133393
1712 729 29.5229178
2267 1161 28.4191912
-1339 -1441 7.4625344
2383 1444 43.0310807
1977 2422 90.7476908
1511 -580 22.2326182
2383 -373 62.3449956
173 1551 75.8064482
418 -246 22.0953228
554 -1295 19.2235024
-588 -262 98.8376474
2388 -924 73.0579117
-22 1935 83.9480902
2243 747 82.2273882
2026 -269 6.3318345
-1397 1728 40.0153549
2319 -939 48.2891088
1545 1305 29.2368188
-1399 -122 13.0564020
-936 2366 97.5968172
166 376 1.6432852
-896 -290 37.9836630
263 190 32.1412847
-1251 -840 86.6773026
-1101 1525 45.1539519
2129 1674 65.7191701
1151 -1215 99.7352720
1653 1558 4.9520382
787 2045 15.4314082
630 -1453 4.3962218
-646 64 95.6090928
1361 671 10.6318565
-481 -371 36.1462383
1766 594 35.3513821
-144 -555 95.7258920
2201 1083 4.7690536
-1331 -1406 99.7435086
1481 1964 67.5776017
-1047 387 2.0213484
1545 -762 27.5549506
969 -418 80.1548862
365 659 20.3224282
1977 2183 57.7132157
-312 -1392 97.4925957
-1237 783 15.7807953
1896 549 77.8462927
549 791 43.0373582
1360 -1356 24.8447260
-582 2099 95.7815146
-482 -1398 99.5027938
2472 2229 92.6327445
2061 936 87.0347896
299 873 27.2626543
1099 2231 2.9354548
-848 2461 70.9520222
42 2260 73.5772300
227 1719 39.4986209
-441 -367 21.0916583
351 -893 17.5467465
-785 1868 90.3282456
-80 456 43.8682939
-1299 -32 21.2234380
-861 644 21.4673825
-464 317 34.4561633
-1051 1116 47.9568257
-1469 -614 75.7779313
2156 1453 12.7544236
611 1172 99.9775458
-284 2112 68.7738272
-723 -349 66.3379463
1984 1333 63.4745093
-274 689 75.6275937
1751 409 95.8893715
-1372 879 26.3618166
-972 -1068 0.7819272
423 1561 71.0810038
1575 -281 88.3012852
920 1023 86.2775717
522 649 6.5635469
1400 -1041 55.2384306
1418 1677 4.4910629
-497 1403 77.2965918
-812 2390 95.8263112
271 2141 66.8746242
-113 -779 22.3425024
-320 -443 23.7276036
-238 1076 41.2303833
979 515 65.6617779
-587 1498 58.8886802
-566 2382 4.3070243
2028 597 81.2360821
809 70 48.4653076
2407 2053 43.4951878
1580 -3 91.5221178
624 974 56.9604315
841 1056 93.0436002
1420 -1416 3.3365683
135 -76 50.8339188
931 -450 33.8055085
-597 1004 19.1401058
-709 1412 8.3159308
562 -175 63.0241344
1934 2131 61.5347678
1830 -1245 31.6557575
875 248 87.6788347
859 -734 61.4353204
-1184 1274 63.8271366
-831 -537 98.3218392
-787 1973 44.3009189
275 974 65.8725920
96 1892 91.0568460
256 605 68.7853670
278 -940 57.5878454
-1244 376 72.0559881
2300 1530 64.9793971
2433 252 32.9010324
992 -1299 42.6765619
324 1289 81.2218495
1337 984 53.1117518
-733 -53 70.0236147
-623 1224 43.6771877
1125 520 67.3809964
-1300 1200 93.5262184
-1123 151 49.2642582
1033 897 8.8236188
-436 1094 27.1471953
8 898 15.8044684
266 -733 46.4443668
1772 -150 37.6698578
125 2462 36.2711250
-1025 2425 93.6188010
173 2439 22.6486181
463 -459 29.4237893
-1468 974 86.7957629
-1074 -778 23.6333944
1258 1344 77.6705244
-1156 723 52.0939206
1373 -336 30.1893347
-1338 -334 28.5804882
2026 2024 70.1568450
2125 402 37.6554201
2170 -414 18.4745837
40 354 57.4999716
2284 -1087 52.8890082
-1140 500 76.9315002
640 252 64.6969485
2165 2035 63.2592653
-1402 1467 63.7324179
-943 -128 63.5368118
1837 2382 97.1903043
1814 -1268 78.2551058
53 -443 18.8466563
-1010 2057 30.9060516
-1182 1529 69.6575385
2335 844 98.8574959
-556 -178 13.2400886
469 -1087 40.4838469
2192 -1424 30.1072240
911 1551 91.4734652
994 1443 37.7623688
116 -42 58.2921213
841 1216 35.0720590
2397 -610 44.9947449
-191 1372 96.9899943
223 1597 85.1532267
1721 119 26.3108943
-594 1013 62.8569928
647 -1325 50.6456999
1867 -331 75.0900996
2316 1424 18.8018007
677 -962 42.4012775
779 1412 87.6915231
51 1704 56.7068277
598 -815 42.9949071
-1074 1500 17.4587765
1903 -114 45.0678288
-170 1377 23.3753283
-1378 180 77.9755921
-632 1668 27.8925194
2345 -1314 8.0823861
2119 723 22.1089085
544 743 13.7274700
446 2460 16.0428133
142 1254 84.4064414
-1212 1748 37.7970964
-11 775 51.1777384
-159 612 35.3439203
-411 1904 46.5379728
1156 1077 42.3036735
2495 -937 82.8415185
-1423 437 69.6143782
-1453 1891 15.8609866
2432 -43 89.8208179
869 -485 27.2294733
-951 2396 65.6612680
-1463 137 21.7028408
1010 1174 77.2372559
1091 -1101 40.8578940
-773 -638 83.6830125
-829 299 34.7812043
-1230 1846 98.5175928
253 -1262 48.2504687
946 1147 50.7646314
1045 -610 16.9817464
626 899 18.4150827
264 2367 95.1057397
2058 53 7.5774702
1166 2183 94.5721364
979 1067 70.2433536
-173 2255 90.9427193
1333 2064 7.6926391
420 930 64.8017931
-1489 -228 48.0328010
2408 1530 6.3945705
-620 2202 22.8588602
-71 -920 56.5013358
-799 -535 11.8880492
509 716 76.9462530
-1492 2427 69.3169676
-42 1101 96.9138459
1084 -1174 77.1949967
1297 180 78.6578038
-426 1236 18.2999337
2417 1990 16.2673985
186 -626 60.8912371
951 1851 4.1041410
2081 725 27.3703519
263 -115 54.4977093
-355 1726 6.6989127
-471 -356 10.0834223
773 -505 74.0429367
-1291 -840 25.3385555
1341 1530 85.9775621
1728 -66 66.9141214
129 -1289 0.8589109
1045 39 59.8800829
2191 1943 55.7892394
848 1541 47.6876081
2062 447 24.9107549
663 -1463 86.7750247
738 433 41.9367919
-454 908 62.7515834
1813 2003 96.2114046
1606 1747 19.8231156
811 1593 70.4846458
347 -469 36.9102350
254 -680 29.2019480
1986 2481 12.7678461
1793 -323 40.5243139
750 -580 39.7852735
-133 722 65.6979824
1201 1416 53.8685575
383 1957 65.6181754
-291 161 93.5042948
808 1603 83.2421516
-843 2072 38.0331207
1622 -669 60.2244314
390 1436 43.6395766
-1228 -332 41.7192882
40 1454 64.0255027
795 1784 37.3406819
-549 2468 96.7000383
2444 -1147 92.0889983
1601 -568 83.4748031
860 1010 17.0694027
-801 -1301 45.1786218
2201 -852 47.2600896
-254 2198 1.1097994
-474 -915 1.7727861
1890 -1175 16.4674392
-585 -1379 6.9674092
-1386 -157 78.5417469
469 -12 56.6033351
-1028 1396 81.0135524
151 1819 68.6726480
2489 -196 17.4200992
-1147 -1467 94.3596175
1266 -878 47.2826292
-997 -941 35.7351284
-1006 587 64.1929398
2274 -1482 41.0536082
1620 153 55.4064613
922 1402 14.7454143
-218 1624 86.7403410
1120 -1352 7.6597312
1651 2213 28.6466740
1074 271 0.1656191
1247 -701 97.1360265
-1030 250 8.4882115
1578 306 36.7150982
-245 -1032 55.0979743
2211 1080 6.4592322
-343 679 90.1174657
-198 2052 11.4112954
844 679 87.6522369
-1169 -820 65.5203025
1034 659 86.8421243
-240 -1424 18.5864902
696 1111 41.5173003
366 1341 63.7922518
-569 734 55.5169160
406 1722 46.6508222
1938 1914 6.6391175
2415 706 63.4443762
1367 2386 51.5289735
-1405 2071 56.2072243
334 1920 92.2448103
2002 171 14.8608917
-486 854 52.3050026
-381 -61 11.7292134
117 -198 56.8441813
1975 656 90.7098000
1934 129 31.6809284
884 1476 89.0082360
2254 819 27.1658368
-783 -278 79.5043985
1055 635 16.9802549
2159 2254 34.2647983
777 -149 79.5000668
-910 474 23.8988488
-1467 1273 14.5477627
-133 1950 23.0376640
950 -624 53.5172736
202 794 47.7179695
-1120 1388 86.9699389
-435 351 76.5737320
2339 427 60.3080052
-809 563 72.1573331
-142 69 41.1917859
548 1589 96.0860426
-1106 539 79.2721048
-917 573 55.0932159
-265 893 97.7379720
636 -1378 80.7654371
752 462 29.9079262
-381 -295 18.4543189
1061 1091 32.5822914
1381 156 34.1169292
-1415 34 82.5761762
1627 -1344 11.3863884
1005 2140 18.7715375
-228 -644 1.5480713
961 -1233 99.0373740
1413 1305 35.7266359
-175 -450 59.7532112
-732 147 2.0564402
692 -310 67.4056841
308 -93 79.7634112
-1178 -1015 68.5122164
896 -155 45.0686143
1651 -1010 44.5018193
-1433 -289 70.5062107
-1274 945 90.1634635
-431 2248 32.4159903
1798 591 74.3583045
-359 935 18.7118083
-556 2442 65.6029226
-252 -742 14.5924055
1528 609 54.5084278
2313 -1177 45.9177189
529 1991 19.0404236
447 1779 1.0357320
-9 1163 72.9597254
824 1358 95.0979337
600 -490 30.0206239
-824 2404 96.5834135
-786 -1284 40.2066887
1994 -870 73.8936321
-695 1080 85.3924257
1072 -868 44.6307719
-817 1611 19.9488661
379 -379 79.6010024
-1109 1019 48.9596777
1589 -516 98.5136711
2281 1572 82.8741871
2246 2198 93.3379987
-1138 2102 43.6950027
-888 51 89.3396400
957 2203 3.8155798
-1179 1491 61.1023081
-112 176 33.4972963
-28 -1170 9.3371417
1429 1618 49.0458858
-1400 1913 97.6922877
359 1787 18.7121077
674 1052 15.2839236
798 2081 17.3910669
-1401 1250 2.3447128
1280 606 13.1578491
754 1640 2.1885851
1967 1692 46.8031370
-200 -905 11.8034667
440 1430 88.9954301
-847 363 1.7555723
1690 208 7.9271065
573 2389 66.5406050
-421 724 74.9049628
-516 -1164 32.3662933
1130 -559 55.7615616
2129 -752 72.6234809
854 -173 15.3367855
533 173 69.6223029
1926 1672 39.6077044
1673 963 94.9090357
1676 1817 49.0622171
1101 1939 80.7358180
-961 -51 62.2927284
2048 1449 36.1479612
-367 1376 1.2615610
203 -59 44.7234736
2370 -244 23.4336573
1573 -1387 78.3480301
2017 1338 82.2006643
155 468 26.3438800
2216 1170 74.8232625
2165 123 25.8338113
385 1174 35.8186412
-1125 -536 16.9351943
-29 1263 48.6973468
1531 -381 56.7616234
-540 1359 22.3747259
599 189 15.0026778
-169 833 84.3947818
-631 -1380 89.2581860
-1220 1251 73.0424125
1511 -1115 31.1538643
1468 2351 55.1236195
1101 1104 0.6915445
1618 2238 55.9550018
-211 -1190 40.9387097
2152 -622 60.3959035
-1044 469 22.8744945
1867 1027 51.6649000
-41 956 28.7813448
-1084 1314 71.8704499
1474 -1475 30.3720743
1940 1413 40.7129731
11 1604 33.6720789
646 -1317 60.9225828
-779 -135 98.8294588
746 461 77.4325141
-949 -516 71.9368269
689 -718 0.3704128
-20 2420 86.5881010
-698 -1260 70.3480110
2425 -552 30.9564514
1396 -1459 92.0203549
1864 992 96.3804058
883 2251 82.4007141
2362 1620 90.7250517
192 633 73.2381995
-1109 1223 65.8690037
1191 613 4.1761063
74 -1040 6.4887190
-972 -1054 2.1947863
-968 472 1.2924367
-975 1587 21.1724134
625 74 2.6058205
815 1878 5.6842396
1960 -1030 6.3105176
1521 1408 24.5126543
-330 -540 57.0136976
1927 2097 73.3176431
113 -554 61.4479034
-1425 358 99.7721837
1793 -1435 30.8209837
-245 1152 5.0082565
-1173 928 74.6266556
2166 -44 56.0937994
-555 1658 36.8136249
2058 1273 26.9701443
-577 542 17.9990921
-859 200 17.5470895
-536 -509 68.3999191
-1032 585 47.9930308
-759 1005 39.0171733
1397 1211 66.9006676
400 1654 30.4361125
-1070 237 89.6268381
826 682 58.4491329
-1240 -346 51.7004625
2305 2428 58.4475842
830 2256 77.6962901
86 -801 76.9811055
375 1138 92.3912438
360 921 56.2654676
-172 655 38.3431117
2393 -919 12.0076155
1554 1192 62.1129465
-97 1211 27.0187109
-23 508 49.1374302
2303 1862 50.3659475
-597 642 16.9968389
-1426 1608 79.5592264
1830 502 12.6685802
1540 -293 0.1579764
1701 365 86.4795077
-56 -71 80.8941625
1179 1257 49.3177944
882 1516 11.8102644
1620 -745 98.1332458
2300 2372 56.4506697
1881 2060 99.8148093
1215 680 89.6302098
7 -142 76.9009835
915 2498 14.8943722
851 -996 67.0999928
-157 2426 29.8059899
2255 2016 47.1060233
977 268 56.6378974
624 1052 2.4383944
-673 2241 20.2824044
1794 2356 20.6403023
1380 -1176 27.1428601
1784 1223 37.9105194
1834 -250 38.3867891
-1400 672 96.6027086
1952 442 38.8142418
538 1991 75.2642321
2413 2490 69.6065323
-358 1986 15.9122209
104 -1029 85.7103441
-636 241 17.5337091
1599 184 58.6069399
-72 2421 38.2759149
-2 -625 18.3124861
-188 -154 72.1422710
2350 891 28.8943490
-1204 300 58.3757678
-1461 -1165 14.9382547
1322 -326 6.7362331
-260 2041 76.7747554
2278 1185 33.3463200
697 -1451 45.8923085
1803 -129 61.4812374
-1494 -271 95.7880934
27 2119 79.8697775
355 -980 43.8692787
2149 -1362 37.5688550
579 1438 64.7719168
693 2297 75.9275607
1900 1008 57.6984425
-975 2358 99.8883989
767 -1441 20.5668528
2165 -262 69.5578940
-446 411 57.1234637
1486 -16 14.9387139
250 -272 1.4873949
-961 738 45.1385891
-1297 -1466 51.8375055
428 -1415 64.2317215
203 -682 30.4830995
1222 -810 22.8145954
-1043 -729 49.6418796
768 232 64.8071109
2125 -1053 79.8191340
1954 -1156 51.4507774
275 2029 52.5148556
241 2302 73.5472738
-1030 -1206 44.9143180
-381 698 72.3810843
2198 -908 22.4788519
-1020 -826 21.8714362
876 -969 44.5866373
1844 -994 75.3874557
2327 1039 78.9570202
-1075 2472 5.0398895
-1412 1918 43.8908543
908 -450 91.0986665
2283 1682 47.9364462
1770 2461 61.9417260
1109 -612 71.9148457
249 -365 20.2175106
-1442 186 42.6816592
-928 -1396 57.9017558
2487 1278 78.7912621
569 2416 50.4605157
2272 1588 48.0297002
-452 1140 32.5258967
1411 1046 75.3793149
1550 361 31.5225289
-235 1721 68.9335529
1641 1093 27.9349957
101 -55 25.4783310
1068 2109 75.7015764
1710 415 1.2092104
1634 152 74.4026762
718 -1287 16.2379234
383 -591 68.1865531
-247 -72 65.5603607
216 723 16.3546127
1898 96 77.5648895
-445 1184 0.6207919
-1258 1067 26.9133508
319 2438 49.7095492
591 -391 55.6967782
-895 2463 54.6256177
705 1487 98.4621982
-691 2305 0.2439882
1498 1764 85.1040282
-535 1691 16.8589405
2114 -411 66.5588977
-1084 401 56.6425983
661 1741 91.1484576
560 63 36.6470251
888 1947 73.4116588
-173 828 90.4295102
472 1045 58.1756020
-455 1821 77.3590030
-310 958 30.4276124
1113 -956 34.2806248
401 -799 63.0752438
94 -1259 32.8197807
-209 2384 64.1173439
-85 -705 93.7653070
2462 525 94.3870256
365 -335 37.1301436
1056 -6 66.7844926
49 1707 56.9615095
522 730 4.5050059
1853 -279 63.7339042
2103 1298 57.9401806
290 579 55.2362467
947 1936 48.4676556
1923 -127 2.8138395
533 1457 86.4923707
-528 2318 40.1458397
-1260 1601 92.0512613
2043 -1302 52.5828958
1323 19 46.6017416
-354 1320 24.5550715
115 1949 55.1234575
1907 278 59.0198651
-835 219 40.2000709
1422 -1249 93.6112945
384 2145 9.3461028
952 708 63.4269870
1734 -1307 85.4135918
-1437 2418 9.7897356
-1258 163 49.5419838
891 2496 39.1228399
-1003 1295 27.2650259
-474 822 3.6375864
1074 -801 89.6993627
1688 -680 19.3687586
116 1497 97.9920560
2153 922 76.9850261
1068 919 15.8333015
-687 47 64.0329074
928 1908 29.1745882
-946 1131 74.2300165
-256 -144 6.9335238
1285 -1099 3.5654543
1204 1264 52.0253756
1717 1657 60.2629355
-1219 177 84.5408120
-1054 1328 37.5047930
504 -187 34.2831942
1233 45 48.1448448
246 -1112 52.3596825
-1056 792 47.4007356
-1187 -1241 29.0722456
775 404 23.0276015
-1050 -476 91.3891929
2318 -321 45.9405391
51 1582 39.4932406
2115 2198 69.4400728
2403 -446 3.9185382
1559 195 61.5170460
2007 341 70.5223151
1594 433 64.7079315
1096 -423 32.7954597
1163 -101 70.5927680
-1375 751 19.8413060
1601 1353 69.2892179
2195 -926 38.7699663
524 326 0.7155285
-44 2135 16.2016385
679 574 79.2991160
2023 -564 64.0205354
-745 1515 70.4925457
-1417 970 82.4944687
1426 1984 78.0252120
997 1790 61.1769405
578 2221 88.2885334
2242 -885 90.2111782
-1422 1487 58.6677871
215 -1169 47.4526819
-655 -1234 1.0545375
-725 -1179 96.2999919
331 1988 29.0192316
-1238 136 39.2281815
148 2452 99.8424298
621 -80 41.6345090
-442 604 92.7951953
-295 -1436 29.3597558
-1203 -126 91.6164383
1870 825 87.5356506
380 -545 83.7148772
-83 795 16.4808225
-1130 1253 24.6688380
1799 -851 16.5981773
-310 -717 71.0546696
260 1865 67.0247184
2397 1769 38.5899657
-890 -1272 25.2845836
1035 -1367 45.4279410
162 954 68.3696378
-866 88 20.8576888
-1402 157 23.8102140
-1022 302 96.6047898
1621 1301 78.8351619
-1374 2303 77.9011950
-56 945 62.0948979
1047 935 87.1429089
-1130 1813 99.1523919
1612 534 41.9068107
-598 1075 64.1632988
508 -1066 74.2156454
-106 314 52.9249279
79 -1094 47.1114716
414 2226 83.5744234
1336 -988 25.7571735
2127 -452 47.2921504
-529 -1239 43.0112544
-1149 -933 93.5749451
-839 306 13.1243437
-1291 -1298 93.5010378
1875 -282 11.9152909
-583 2232 48.4525349
12 1648 28.3799138
8 2051 32.7007989
1185 -469 98.5914576
723 637 78.1037928
-399 144 72.3449614
-1346 2425 36.8376080
2186 270 46.5522688
170 1902 53.7464778
1904 2362 32.3144966
475 1724 1.4818135
-279 -1223 83.8018290
1302 -677 48.6442564
2242 -1159 62.8813746
1379 1911 95.7930094
-82 1913 96.6959096
-1171 -42 66.5191948
976 -1410 83.6543973
1891 -26 9.1409071
924 1436 29.8437624
438 2296 40.1885424
-1272 843 51.1291961
1583 1183 81.9306976
1697 -96 78.1766321
2406 2172 49.3663549
2354 455 18.6862023
-865 -628 27.1484473
958 900 62.1035886
1866 -663 51.5252027
882 178 77.8308365
2193 1460 63.0460577
1377 -493 93.5428597
1337 297 97.0723770
307 -337 45.5412926
1754 880 79.7364797
868 1637 98.2412023
-532 2140 99.7926197
-1467 1073 92.0364754
-94 227 66.1492708
522 -23 92.5389234
2491 1618 13.1244013
967 2193 93.5245274
-685 1024 58.8467420
-318 1731 43.8410484
-98 103 65.0010595
369 2388 8.4547188
-1317 1636 41.3867747
1286 -118 84.0273301
-287 -277 96.7089525
-879 -1138 84.5611917
953 363 90.9550818
-373 566 73.3074141
1830 2191 64.9594921
2381 2230 78.4150724
-771 15 66.8187777
-1021 -1048 61.6397074
-1205 2137 14.3693039
